sentence_id	person	sentence	scene	context
4465	어영	벌받고 싶지 않아서요. 내가 한짓 생각하니 정말 나쁜짓이드라구요. 아무 죄도 없는 두사람 힘들게하고.,.	S1442	마주앉은 어영 성미. 그앞에 쥬스잔 놓고 가는 종업원
4466	어영	언젠가 저도 연애하고 결혼할텐데 그 죄값 받으면 어쩌나 싶어서 마음의 빚을 털고 싶어서 만나자고 한거에요. 우린 진작에 끝난 사람들이에요. 빛바랜 과거일 뿐이죠.	S1442	마주앉은 어영 성미. 그앞에 쥬스잔 놓고 가는 종업원
4467	성미	이러기 쉽지 않는데, 대단하시네요. 그말 액면 그대로 믿고 싶네요.	S1442	마주앉은 어영 성미. 그앞에 쥬스잔 놓고 가는 종업원
4468	어영	믿으세요. 정말이에요.	S1442	마주앉은 어영 성미. 그앞에 쥬스잔 놓고 가는 종업원
4469	성미	어쨌든 고마워요. 너무 힘들었는데, 뻔한 거짓말인줄 알면서도 위로가 되네요.	S1442	마주앉은 어영 성미. 그앞에 쥬스잔 놓고 가는 종업원
4470	어영	두분, 잘됐으면 좋겠어요. 절 위해서라도.	S1442	마주앉은 어영 성미. 그앞에 쥬스잔 놓고 가는 종업원
4471	성미	시간이 지나면 어떨지 모르겠지만, 현재로선...	S1442	마주앉은 어영 성미. 그앞에 쥬스잔 놓고 가는 종업원
4481	어영	안주무세요?	S1445	차 마시는 범인
4482	범인	차 한잔하고 잘려고.	S1445	차 마시는 범인
4483	어영	아부지, 혹시 뭐 안좋은일 있으세요?	S1445	차 마시는 범인
4484	범인	아니. 그런거 없는데.	S1445	차 마시는 범인
4485	어영	부영이가 걱정되나봐요. 주무시다가 비명도 지르셨다면서요.	S1445	차 마시는 범인
4486	범인	사실은...그사람 봤다. 그 경찰.	S1445	차 마시는 범인
4487	어영	정말요? 어디서요?	S1445	차 마시는 범인
4488	범인	며칠전에 시장에서 봤어. 어젠 우리집앞으로 지나가더라. 경찰복 입은거 보니까 지구대 같은데 근무하는거 같애.	S1445	차 마시는 범인
4489	어영	너무 신경쓰지 마세요. 다 지나간 일이잖아요. 다 과거 얘기고, 죄값도 치루셨는데 뭐가 겁나세요?	S1445	차 마시는 범인
4490	범인	법으로야 죄값 다 받았지만...	S1445	차 마시는 범인
4491	어영	저 모르는 일이라도 있으세요?	S1445	차 마시는 범인
4492	범인	응? 아니다. 그런거 없다.	S1445	차 마시는 범인
4493	이상	다녀왔습니다. 아부지 안주무세요?	S1446	이상 들오는데 순경 마당에 서성이고
4494	순경	자야지.	S1446	이상 들오는데 순경 마당에 서성이고
4495	이상	무슨 일있으세요? 요즘 도서관도 안가신다면서요.	S1446	이상 들오는데 순경 마당에 서성이고
4496	순경	나랑 술한잔 할래?	S1446	이상 들오는데 순경 마당에 서성이고
4497	이상	그럼 요즘 계속 그놈 찾으러 돌아다니셨어요?	S1447	순경에게 술 따뤄주는 이상
4498	순경	그래. 지도 지은죄가 있는지 날 보자마자 튀드라.	S1447	순경에게 술 따뤄주는 이상
4499	이상	지나간 일인데, 잊어버리세요.	S1447	순경에게 술 따뤄주는 이상
4500	순경	다 잊었다고 생각했는데, 그때만 생각하면 피가 거꾸로 솟아. 오죽하면 내가 죽을려고까지 했겠냐. 명예 더럽힌 경찰로 사는게 너무나 치욕스러워서 죽을려고 몇번이나...	S1447	순경에게 술 따뤄주는 이상
4501	순경	경찰이라는 자부심하나로, 그 명예 하나로 살아왔는데, 그놈때문에 누명쓰고 감옥살이까지 하고. 결국 옷까지 벗고, 재판까지 하면서, 얼마나 힘들었는지 넌 상상도 못할거다.	S1447	순경에게 술 따뤄주는 이상
4502	순경	그것땜에 진급도 안되고 동료경찰들까지 날 의심했어. 그놈은 내 일생 일대에 오점을 남긴 놈이야.	S1447	순경에게 술 따뤄주는 이상
4503	이상	누명은 다 벗으셨잖아요. 복직도 하셨구요. 아부지 이제 그만 잊으세요. 그래야 아부지맘이 편해요.	S1447	순경에게 술 따뤄주는 이상
4504	순경	알아. 그래서 지금까지 맘속에 묻어놓고 살았다. 내가 경찰인데 맘먹고 찾을려면 못찾겠냐? 그놈도 어쩔수 없어 그랬겠지, 이미 다 끝난일, 내가 운이 나빴다치자 그렇게 넘어왔는데, 막상 눈앞에 보니...이놈 꼭 잡을거야. 잡고 말거다.	S1447	순경에게 술 따뤄주는 이상
4505	서장	백경위.	S1448	서류들고 오는 마탄. 저쪽에서 급히 오는 서장
4506	마탄	예, 서장님.	S1448	서류들고 오는 마탄. 저쪽에서 급히 오는 서장
4507	서장	소식 들었지?	S1448	서류들고 오는 마탄. 저쪽에서 급히 오는 서장
4508	마탄	무슨?...	S1448	서류들고 오는 마탄. 저쪽에서 급히 오는 서장
4524	연희	사장님. 아까부터 박사장님이 기다리고 계세요. 바쁘시다고 다음에 오시라고 해도 막무가내에요. 은행 가신건 어떻게 되셨어요?	S1451	착잡하게 걸어오는 현찰. 안에서 급히 나오는 연희
4525	현찰	추가 대출은 어렵다네요.	S1451	착잡하게 걸어오는 현찰. 안에서 급히 나오는 연희
4526	연희	어떡해요.	S1451	착잡하게 걸어오는 현찰. 안에서 급히 나오는 연희
4527	현찰	아이구, 오래 기다리셨지요?	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4528	박사장	많이 바쁜가보네?	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4529	현찰	쓸데없이 바쁘기만 합니다.	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4530	박사장	쓸데없이야 바쁘겠어? 계속 이런식이면 더이상 거래하기 힘들겠는데?	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4531	현찰	죄송합니다.	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4532	박사장	보아하니 장사도 잘되는거 같은데 내 돈은 뭐 땅파서 나온 돈인줄 아나? 남의돈 쓸땐 각오를 했어야지.	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4533	현찰	좀만 기다려 주십시요.	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4534	박사장	화장실 들어갈때 나올때 다르다고, 앉아서 주고 서서 받는다더니 내가 딱 그짝이야.	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4535	현찰	그런거 아닙니다. 석달만 기다려주세요.	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4536	박사장	석달이나? 약속한 이자도 몇달째 밀렸는데 석달씩 기다리라고? 겁없이 남의 돈써놓고 이런식으로 나오면 안되지.	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4537	박사장	그동안 김사장하고 거래한것도 있고 그간 신용도를 생각해서 하는 말인데, 연말까지 준비해놔. 가자.	S1452	거만하게 앉은 박사장. 뒤에 어깨 서있고. 들오는 현찰. 뒤따라 연희
4554	청난	도련님하고 저하고 삘이 통하네요.	S1457	순경과자이상우미청난 둘러앉았고
4555	과자	문부서지겠다. 그렇게 좋다니?	S1457	문 탕 열고 들오는 건강
4556	순경	들어와 앉아.	S1457	문 탕 열고 들오는 건강
4557	건강	예 아부지.	S1457	문 탕 열고 들오는 건강
4558	청난	오빠.	S1457	문 탕 열고 들오는 건강
4559	청난	아버님, 오빠가 저 이렇게 했어요.	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4560	건강	아 아닙니다. 내가 언제?	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4561	과자	말없이 왔다고 그러나부네. 이렇게 나란히 앉혀놓고 보니까 그림이 따로없다. 왜 이제야 만났대? 진작에 이렇게 짝이 됐어야 하는데. 뭐대드라, 아까 뭐라 그랬냐?	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4562	청난	뭐요?	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4563	우미	거 있잖아요. 이거.	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4564	청난	아, 오빠만 보면 삘이팍! 온다구요.	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4565	순경	결혼을 한번도 안했어요?	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4566	과자	그랬대요. 어쩜 처녀가 생각도 그리 깊은지...	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4567	이상	큰형, 진작에 모시고 오지 이렇게 깜짝쑈를 하냐?	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4568	건강	그렇게 됐다.	S1457	할수없이 청난옆에 앉는 건강. 좋아서 얼른 팔짱끼는 청난. 슬쩍 빼내는 건강. 청난만 보이게 몰래 주먹질
4589	범인	절대 경찰은 안된다.	S1459	각자 침대에 누운 어영부영. 부영은 자고 어영은 심란..
4590	이상	통화해도 돼?	S1459	뒤척이는데 문자 도착음. 보면
4591	이상	쇼로롱. 안잤어?	S1459	뒤척이는데 문자 도착음. 보면
4592	어영	숑숑. 잠이안와. 실은 나 오늘 좀 울적해.	S1459	뒤척이는데 문자 도착음. 보면
4593	이상	왜? 나 보고 싶어서? 말해봐. 나 보고싶지?	S1459	뒤척이는데 문자 도착음. 보면
4594	어영	그래. 보고 싶다 왜. 올래?	S1459	뒤척이는데 문자 도착음. 보면
4595	이상	당장 갈께. 기다리.	S1459	뒤척이는데 문자 도착음. 보면
4596	어영	아냐 아냐 오지마. 여보세요? 자기야.	S1459	뒤척이는데 문자 도착음. 보면
4642	박사장	연말까진 짤없이 준비해. 더 이상은 못봐줘.	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4643	연희	그럼 찜질방을 연말까지 정리해야 돼요. 어떡해요 사장님?	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4644	우미	혼수아빠.	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4645	현찰	왜.	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4646	우미	당신한테 이런말 안할려고 했는데,	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4647	현찰	안할려고 했으면 하지마.	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4648	우미	딱 한번만. 오빠 좀 살려줘. 아니, 나좀 살려줘.	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4649	우미	당신이 맡아주면 안돼? 허드레 막일 시켜봤자 며칠 하지도 못하고 도망갈테니까 관리직 같은거, 사장 주라는건 너무했고, 그냥 상무같은거 하나 주고 심부름 시키면,	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4650	현찰	그만해라 제발. 안그래도 나 골치아픈 사람이야. 처남이 보통 사람이야? 딴사람 열명 데리고 있는거보다 더 신경써야돼. 관리는 무슨 관리를 해?	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4651	현찰	다 말아먹지 않으면 다행이지. 당신 까먹었어? 옛날에 당할뻔 한거. 미리 알았으니 망정이지 안그랬음 예식장 벌써 넘어갔어. 지가 사장이라고 사기치고 다녔잖아.	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4652	우미	알어. 근데 지금은 태실장도 있고 하니까 감시하고 그러면,	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4653	현찰	나도 좀 살자. 밖에서 볶여, 안에서 쪼여, 내가 살겠냐? 당신은 최소한의 눈치도 없어? 딴건 다 눈치빠른 사람이 나한테만 왜그래? 내 얼굴 보면 모르겠어?	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4654	현찰	내조까진 바라지도 않아. 최소한 내 기분은 봐가면서 말해. 너네 식구들 정말 구제불능이다.	S1501	기계에 돈세는 현찰. 많지않고. 세서 묶어서 금고에 넣는데
4669	현찰	내가?	S1504	현찰 이미 좀 취한
4670	연희	그래. 그래서 니 별명이 딱지대장이었잖아. 어떻게 그렇게 딱지를 잘치는지.	S1504	현찰 이미 좀 취한
4671	현찰	맞어, 그랬어. 생각난다.	S1504	현찰 이미 좀 취한
4672	연희	맨날 이렇게 한아름씩 따갖구 가서 뭐했어?	S1504	현찰 이미 좀 취한
4673	현찰	친구들하고 돈으로 바꿨지.	S1504	현찰 이미 좀 취한
4674	연희	진짜? 바꿔서 뭐했어?	S1504	현찰 이미 좀 취한
4675	현찰	저축.	S1504	현찰 이미 좀 취한
4676	연희	아 맞다. 너 학년 끝날때마다 저축상 받았다. 너 박스도 모았는데. 기억나지? 나도 너따라 다니면서 박스 줏었는데.	S1504	현찰 이미 좀 취한
4677	현찰	너두 같이 줏었니?	S1504	현찰 이미 좀 취한
4678	연희	우미가 너 따라 댕기길래 약올라서 나도 따라 다녔지뭐.	S1504	현찰 이미 좀 취한
4679	현찰	지금 생각하니 나도 참 별났다.	S1504	현찰 이미 좀 취한
4680	연희	그래도 난 그런 니가 좋았어. 딴애들하곤 달랐어.	S1504	현찰 이미 좀 취한
4681	현찰	좋을것도 쌨다. 겨우 딱지 모으고 박스 모아서 저축상 탄게 뭐가 좋아? 큰부자나 되면 몰라도.	S1504	현찰 이미 좀 취한
4682	연희	앞으로 부자 되면 되지. 그리구 지금도 충분히 부자야.	S1504	현찰 이미 좀 취한
4683	현찰	그렇게 인정해주면 고맙고.	S1504	현찰 이미 좀 취한
4684	연희	봐. 웃으니까 좋잖아. 어려서부터 너 웃는 모습 참 멋있었는데...난 지금도 니가 대학 못간게 맘에 걸려. 안쓰럽고. 공부도 잘했는데 형땜에 못갔잖아.	S1504	현찰 이미 좀 취한
4685	현찰	....나 화장실좀.	S1504	현찰 이미 좀 취한
4686	연희	같이 가.	S1504	현찰 이미 좀 취한
4687	현찰	괜찮아. 앉아있어.	S1504	현찰 이미 좀 취한
4688	우미	연희니? 같이있어?	S1505	NaN
4689	연희	응. 동네찻집인데 잠깐 화장실갔어.	S1505	NaN
4690	우미	술 마셨니? 오래 걸려?	S1505	NaN
4691	연희	아냐. 바로 들어갈거야.	S1505	NaN
4692	우미	내가 데리러 갈까?	S1505	NaN
4693	연희	그냥 집에 계세요 사모님. 제가 사장님 잘 모셔다 드리겠습니다. 집앞에 가서 전화할께.	S1506	NaN
4736	건강	따끈따끈합니다.	S1515	신문들고 들오는 건강. 안방에서 나오는 순경
4737	순경	앉아봐라. 어떡할래? 내가 볼땐 그만하면 괜찮은거 같든데, 이왕 할거면 올해넘기지 말고 해.	S1515	신문들고 들오는 건강. 안방에서 나오는 순경
4738	건강	생각을 좀...결혼을 생각하고 만난 사이가 아니라서...	S1515	신문들고 들오는 건강. 안방에서 나오는 순경
4739	순경	넌 생각오래 하면 못써. 될수있으면 짧게 해.	S1515	신문들고 들오는 건강. 안방에서 나오는 순경
4740	건강	준비가 안되서...아부지도 아시다시피 제가 직업도 그렇고 경제적으로나 육체적으로나 정신적으로나 심리적으로나 영혼적으로나,	S1515	신문들고 들오는 건강. 안방에서 나오는 순경
4741	순경	됐고.	S1515	신문들고 들오는 건강. 안방에서 나오는 순경
4742	건강	예. 뭐하나 제대로 자리 잡힌게 없고...돈도 없고, 집도 없고...	S1515	신문들고 들오는 건강. 안방에서 나오는 순경
4743	과자	걔 80평 아파트 있대잖아. 거기서 살림 차리면 되지.	S1515	신문들고 들오는 건강. 안방에서 나오는 순경
4744	건강	엄마. 난 그렇게 사는거 싫다니까. 내가 그래도 남잔데.	S1515	신문들고 들오는 건강. 안방에서 나오는 순경
4745	과자	남자는 여자덕 보면 안된다는 법이라도 있다대? 굴러들온 호박을 발로 차네 발로 차. 80평 아파트면 우리온식구 다 가서 뒹굴어도 운동장이겠다. 여자가 지 좋아서 싸짊어지고 온다는데 사양할거 뭐있어?	S1516	NaN
4773	치장	확인할게 뭐 있습니까? 당장 잡아버리자니까.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4774	마탄	팀장님 이정도 증거면 영장받기 충분한데요?	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4775	이상	그럼 영장신청 들어가지.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4776	치장	영장신청 받기전에 튀면 어떡합니까.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4777	이상	긴급으로 신청할테니까 좀만 기다리세요.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4778	치장	일단 잡아옵시다. 한두번이 아니에요 그자식 이러다 또 튑니다. 백프롭니다	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4779	이상	한두번이 아니니까 더더욱 영장 받아서 제대로 해얄거 아닙니까.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4780	치장	그러다가 오늘밤안으로 또 튄다니까요 그 자식은 제가 잘 알아요. 영장신청하고 잡는거랑 동시에 하자구요.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4781	이상	그러다 영장발부 안되면 도로 풀어줘야 되고, 그러다 아주 잠수타버리면 이도 저도 다 놓칩니다. 바로 긴급 영장신청 합니다.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4782	치장	깝깝하네. 이렇게 손발이 안맞아서야 원. 방경장, 가자.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4783	범용	어딜요?	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4784	치장	영장 못기다려. 난 갈란다.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4785	마탄	기다리세요 경사님.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4786	사중	팀장님 명령 안떨어졌잖아요.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4787	치장	이러다 놓치면 니가 책임질래?	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4788	범용	같이 가요.	S1522	이상마탄치장범용사중 증거자료 확인하고 뭔가 의논하는
4789	재수	날 찾아올줄은..상상도 못했어.	S1524	NaN
4790	성미	크게 의미 두지마. 발령받아 떠난다는 말 듣고, 한번은 봐야될거 같애서 왔을 뿐이야. 생각해보니, 너 괜찮은 남자같애.	S1524	NaN
4791	재수	놀리는 거야?	S1524	NaN
4792	성미	아니. 그여잘 보고 그런 느낌이 들었어. 그렇게 괜찮은 여자가 오년씩이나 만난 남자라면 괜찮겠다 싶었어.	S1524	NaN
4793	재수	그렇진 않아. 나같이 형편없는 놈 만나준건 순전히 걔가 착하고 맘이 좋아서지, 내가 괜찮아선 절대 아니야.	S1524	NaN
4794	성미	반성 많이 했나봐? 기도 많이 죽은거 같고.	S1524	NaN
4795	재수	너한테 부끄럽고 할말없다.	S1524	NaN
4796	성미	지금까지 살면서 이렇게 뒤통수 쎄게 얻어맞은거 첨이야. 너말고 그여자한테. 그여자, 멋진 여자같애. 상처는 받았지만 얻은것도 있어.	S1524	NaN
4797	성미	나만 아니었음 두사람 잘됐을수도 있는데...	S1524	NaN
4798	재수	인연이 거기까지였겠지.	S1524	NaN
4799	성미	우리 다시 만날수 있을까?	S1524	NaN
4800	재수	지금은 아무말도 못하겠다. 그냥 다 놓고 간다. 내마음 다 비워내고 다른 사람을 맞을 준비가 되면, 그때 정식으로 사과도 하고 너의 처분을 기다릴게. 아직 그사람, 나한테 남아있다. 이미 다른사람을 사랑하는 사람인데도.	S1524	NaN
4801	성미	자존심은 상하지만, 인정할게. 질투나지만 밉진 않아. 정말 사랑한다면 상대방의 행복까지도 빌어준다는거, 영화속에서나 가능한줄 알았는데, 그여잔 그래보였어. 성질은 있어보였지만 정말로 널 사랑했다는 느낌. 이미 지나간 과거지만.	S1524	NaN
4802	성미	잘 가.	S1524	NaN
4803	어영	김이상. 이런식으로 나온다 이거지?	S1525	일하는 어영, 손에 안 잡히고. 핸펀보고 연락없자 속상한데, 문자도착. 반가워서 보면 대리기사 문자. 실망
4804	할머니	이 상은 얼마여?	S1528	어영차 세워진. 상펼쳐놓고 파는 상장사. 손주데리고 흥정하는 할머니. 손주<이상한 나라의 엘리스>책 들었고. 빵사서 나오는 어영
4805	장사	이상은 좀 비싸요.	S1528	어영차 세워진. 상펼쳐놓고 파는 상장사. 손주데리고 흥정하는 할머니. 손주<이상한 나라의 엘리스>책 들었고. 빵사서 나오는 어영
4806	할머니	그럼 이상은?	S1528	어영차 세워진. 상펼쳐놓고 파는 상장사. 손주데리고 흥정하는 할머니. 손주<이상한 나라의 엘리스>책 들었고. 빵사서 나오는 어영
4807	장사	이상은 이상보다 좀 싸요. 이상으로 하세요. 이상이 다양하게 쓰기 좋고, 이상하게 아주머니들이 이상을 좋아하드라구요.	S1528	어영차 세워진. 상펼쳐놓고 파는 상장사. 손주데리고 흥정하는 할머니. 손주<이상한 나라의 엘리스>책 들었고. 빵사서 나오는 어영
4808	손주	할머니 빨리가. 나 이상한 나라 읽고 싶단 말이야.	S1528	어영차 세워진. 상펼쳐놓고 파는 상장사. 손주데리고 흥정하는 할머니. 손주<이상한 나라의 엘리스>책 들었고. 빵사서 나오는 어영
4809	할머니	얘가 오늘따라 이상하게 보채네.	S1528	어영차 세워진. 상펼쳐놓고 파는 상장사. 손주데리고 흥정하는 할머니. 손주<이상한 나라의 엘리스>책 들었고. 빵사서 나오는 어영
4810	장사	이상으로 하세요. 싸게 드릴게요.	S1528	어영차 세워진. 상펼쳐놓고 파는 상장사. 손주데리고 흥정하는 할머니. 손주<이상한 나라의 엘리스>책 들었고. 빵사서 나오는 어영
4831	치장	조세기. 당신은 변호사를 선임할 권리가 있고 불리한 진술을 거부할수 있고	S1535	뛰들어오는 치장범용사중, 손에 잡히는대로 무기가 될만한거 휘두르며 버티는 조세기. 셋이 이리저리 대처하고, 반항하던 조세기, 범용이 힘으로 제압해 눌러버리고
4832	조세기	영장 있어? 이거 인권침해야. 민주경찰이 죄없는 시민 이런식으로 막 잡아가도 돼?	S1535	뛰들어오는 치장범용사중, 손에 잡히는대로 무기가 될만한거 휘두르며 버티는 조세기. 셋이 이리저리 대처하고, 반항하던 조세기, 범용이 힘으로 제압해 눌러버리고
4838	구대	왔어? 경사님, 막내 왔네요.	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4839	순경	언제 왔냐?	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4840	이상	방금요.	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4841	순경	할말 있어 왔냐?	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4842	이상	아니 뭐...	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4843	순경	급한거 아니면 나중에 하자. 지금 보다시피 한창 바쁜 시간이다.	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4844	이상	예. 이거 나눠들 드세요.	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4845	구대	고마워. 월급 타봤자 남는것도 없겠네. 연애 잘되고 있지?	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4846	이상	아부지가 그러세요?	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4847	구대	아니. 젤 먼저 본게 나야. 바로 아부지한테 일러 바쳤지.	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4848	이상	그러셨구나. 어쩐지. 하여튼 동네 소문 젤 빠른건 지경사님이세요.	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4849	구대	좋은 소식 나오면 젤 먼저 알려줘.	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4850	이상	예.	S1538	취객들 여전하고, 머리끄뎅이잡고 싸우는 여자둘. 말리느라 정신없는 순경과 구대. 어수선한 지구대 풍경대로. 먹을거 사들고 들어서는 이상. 얼른 놓고 널부러진 취객 바로 누이고
4851	건강	밤새 안자는거 같더니, 벌써 일어났냐?	S1542	자기 이불개는 이상
4852	이상	형도 안자는거 같던데. 무슨 고민있어?	S1542	자기 이불개는 이상
4853	건강	왜 고민이 없겠냐? 넌 왜? 까부는놈 있으면 말해. 형이 혼내줄게.	S1542	자기 이불개는 이상
4857	어영	이게 무슨 냄새에요?	S1544	NaN
4858	솔이	청국장.	S1544	NaN
4859	어영	하필이면 오늘같은날 청국장이에요?	S1544	NaN
4860	솔이	청국장 끓이는 날이 따로 있가니? 원래 청국장은 뜨끈뜨끈하니 겨울에 먹는겨.	S1544	NaN
4861	어영	아침부터 냄새나게.	S1544	NaN
4862	솔이	오빠가 청국장 드시고 싶다고 혀서 끓인겨. 그라고, 너무 표내지 말어. 오빠가 겁나게 걱정 하시드만. 오빠는 성질이 느긋헌디 어영인 누구 닮어 그모양이랴?	S1544	NaN
